Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Sector Affected,Provider,Launch Type,Explosive Weapon Type,Reported Perpetrator,Reported Perpetrator Name,Affected,Aid Workers Killed,Health Workers Killed,Aid Health Workers Killed,Educators Killed,Students Killed,Food Security,SiND Event ID
2024-02-16,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44402
2024-02-16,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,87339
2024-02-15,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection, Aid Operations","IDP/Refugee Service, INGO, Local Health Care Provider",Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,44408
2024-02-15,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45052
2024-02-14,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,1,,,,,75276
2024-02-14,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,1,,,,,75277
2024-02-14,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44449
2024-02-14,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection, Aid Operations","IDP/Refugee Service, INGO, Local Health Care Provider",Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44370
2024-02-14,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: No Information on Platform Type,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45025
2024-02-14,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,,,,,,57557
2024-02-14,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44374
2024-02-14,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: No Information on Platform Type,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45026
2024-02-12,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: No Information on Platform Type,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45175
2024-02-12,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,44338
2024-02-12,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",INGO,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,44360
2024-02-12,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Missile,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,45002
2024-02-12,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45049
2024-02-12,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44335
2024-02-12,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection, Aid Operations","IDP/Refugee Service, NGO",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,44333
2024-02-11,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,44327
2024-02-11,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,45877
2024-02-11,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Other,,,,,,,44315
2024-02-11,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44798
2024-02-10,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86220
2024-02-10,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86221
2024-02-10,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86223
2024-02-10,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,2,,,,61228
2024-02-09,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection, Aid Operations","IDP/Refugee Service, NGO",Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,44448
2024-02-09,,OPT,PSE,Gaza Strip,,,censored,Education,Local Education Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,45867
2024-02-09,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection, Aid Operations","IDP/Refugee Service, UN Agency",Ground-Launched,Missile,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,45866
2024-02-08,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44265
2024-02-08,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,44281
2024-02-08,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,44272
2024-02-08,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Other,,,,,,,44271
2024-02-08,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44270
2024-02-07,,OPT,PSE,West Bank,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Missile,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,45362
2024-02-07,,OPT,PSE,Gaza Strip,,,censored,"Protection, Aid Operations","IDP/Refugee Service, LNGO",Ground-Launched,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Other,,,,,,,45946
2024-02-07,,Syria,SYR,Homs Governorate,34.7,36.7,"(3) District, Communicipality or Commune ",Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,1,,,,,45423
2024-02-06,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Air-Launched: Plane,Missile,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,1,,,,,44241
2024-02-06,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Worker,,1,,,,,72569
2024-02-06,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86219
2024-02-06,,OPT,PSE,Gaza Strip,,,censored,"Aid Operations, Food Security",NGO,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,45945
2024-02-06,,OPT,PSE,Gaza Strip,,,censored,Education,Local Education Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,45860
2024-02-06,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44781
2024-02-05,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86217
2024-02-05,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection","IDP/Refugee Service, Local Health Care Provider",Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,86528
2024-02-05,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44841
2024-02-05,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,86218
2024-02-05,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,84235
2024-02-05,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44240
2024-02-05,,OPT,PSE,Gaza Strip,,,censored,"Aid Operations, Food Security",UN Agency,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,45943
2024-02-05,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44992
2024-02-04,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,46824
2024-02-04,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,44095
2024-02-03,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,44122
2024-02-03,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44118
2024-02-03,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44062
2024-02-03,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85292
2024-02-03,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,45849
2024-02-02,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,1,,,,43998
2024-02-02,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations","INGO, Local Health Care Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,3,,,,,45578
2024-02-02,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Worker,,,,,,,43994
2024-02-02,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",Government Aid Agency,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44000
2024-02-02,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,43995
2024-02-01,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Other,,,,,,,44015
2024-02-01,,OPT,PSE,Gaza Strip,,,censored,Aid Operations,Government Aid Agency,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Other,,,,,,,44663
2024-02-01,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,44114
2024-02-01,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection, Aid Operations","IDP/Refugee Service, National Red Cross Society",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44113
2024-02-01,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,85260
2024-01-31,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,44047
2024-01-31,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44004
2024-01-31,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection, Aid Operations","IDP/Refugee Service, INGO",Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,43967
2024-01-31,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,44480
2024-01-31,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection, Aid Operations","IDP/Refugee Service, UN Agency",Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,44055
2024-01-31,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,44050
2024-01-31,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,44537
2024-01-31,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44539
2024-01-31,,Lebanon,LBN,South Governorate,,,censored by HDX,Health Care,Other,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Worker,,,,,,,86216
2024-01-31,,OPT,PSE,Gaza Strip,,,censored,Aid Operations,INGO,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Aid Infrastructure,,,,,,,44662
2024-01-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44460
2024-01-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44010
2024-01-30,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,43897
2024-01-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,44210
2024-01-30,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection, Aid Operations","IDP/Refugee Service, National Red Cross Society",Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Multiple,,,,,,,43866
